DCA License Number	License Type	License Expiration Date	Business Name	Business Name 2	Address Building	Address Street Name	Secondary Address Street Name	Address City	Address State	Address ZIP	Contact Phone Number	Address Borough	Borough Code
2024623-DCA	Business	3/31/19	"ABM PARKING SERVICES, INC"		475	PARK AVE S		NEW YORK	NY	10016	2122131282	Manhattan	1
1353164-DCA	Business	3/31/17	AMABLE PARKING CORP.		3795	10TH AVE		NEW YORK	NY	10034	2125691722	Manhattan	1
1107285-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		154	E 53RD ST		NEW YORK	NY	10022	2126296602	Manhattan	1
2016407-DCA	Business	3/31/17	STAN PARK LLC		3538	JUNCTION BLVD		CORONA	NY	11368	7188408400	Queens	4
0368400-DCA	Business	3/31/13	305 EAST 86TH PARKING LLC		305	E 86TH ST		NEW YORK	NY	10028	2126886800	Manhattan	1
2016568-DCA	Business	3/31/21	515 NINTH AVENUE PARKING INC		511	9TH AVE		NEW YORK	NY	10018	212-736-7171	Manhattan	1
1270445-DCA	Business	3/31/11	"PARKING COMPANY OF AMERICA AIRPORTS, LLC"	AVISTAR AIRPORT PARKING	14921	130TH AVE		JAMAICA	NY	11436	7183222221	Queens	4
1228864-DCA	Business	3/31/21	QUIK PARK 65TH ST. LLC		403	E 65TH ST		NEW YORK	NY	10065	2126869800	Manhattan	1
0428302-DCA	Business	3/31/11	MANHATTAN PARKING SYSTEM-SERVICE CORP.		220	MADISON AVE		NEW YORK	NY	10016	2127536116	Manhattan	1
0961988-DCA	Business	3/31/13	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		1	PENN PLZ		NEW YORK	NY	10119	2126296602	Manhattan	1
0912191-DCA	Business	3/31/15	334 PARKING CORP.	334 PARKING	302	E 96TH ST		NEW YORK	NY	10128	2128661000	Manhattan	1
2057385-DCA	Business	3/31/21	PROTO PARKING INC		250	E 39TH ST		NEW YORK	NY	10016	6462092694	Manhattan	1
1302523-DCA	Business	3/31/13	"MY NEW PARKING, INC."		1484	JEROME AVE		BRONX	NY	10452	3475388602	Bronx	2
0984236-DCA	Business	3/31/21	61 JANE PARKING CORP.		61	JANE ST		NEW YORK	NY	10014	2122436303	Manhattan	1
1257424-DCA	Business	3/31/13	"IMPERIAL PARKING (U.S.), INC"		279	AVENUE C		NEW YORK	NY	10009	2129378660	Manhattan	1
1137052-DCA	Business	3/31/13	"KINNEY PARKING SYSTEM, INC."	CENTRAL PARKING SYSTEM	56	N MOORE ST		NEW YORK	NY	10013	2126296602	Manhattan	1
2081153-DCA	Business	3/31/21	200 EAST END AVENUE PARKING CORP		200	E END AVE		NEW YORK	NY	10128	2127367171	Manhattan	1
0924106-DCA	Business	3/31/11	RAPID EAST 38TH STREET CORP.		80	PARK AVE		NEW YORK	NY	10016	2128661000	Manhattan	1
1198215-DCA	Business	3/31/21	GOLD/PEARL PARKING CORP.		2	GOLD ST		NEW YORK	NY	10038	2127367171	Manhattan	1
2083950-DCA	Business	3/31/21	PARK LANE HOTEL GARAGE LLC		36-38	CENTRAL PARK S		NEW YORK	NY	10019	6465840409	Manhattan	1
1415772-DCA	Business	3/31/21	QUIK PARK EAST 46TH STREET LLC		300	E 46TH ST		NEW YORK	NY	10017	2128322066	Manhattan	1
1300924-DCA	Business	1/3/11	"ALLIANCE ELEMENT PARKING, LLC"		555	W 59TH ST		NEW YORK	NY	10019	2125810535	Manhattan	1
1202660-DCA	Business	3/31/11	"KINNEY PARKING SYSTEM, INC."		211	E 57TH ST		NEW YORK	NY	10022	2125025490	Manhattan	1
1172406-DCA	Business	3/31/21	PARK KWIK LLC		55	WASHINGTON ST		BROOKLYN	NY	11201	2129745840	Brooklyn	3
1399460-DCA	Business	3/31/13	330 THIRD PARKING CORP.		514	W 168TH ST		NEW YORK	NY	10032	2122435900	Manhattan	1
1292226-DCA	Business	3/31/11	LA FAMILIA PARKING GARAGE CORP.		2346	RYER AVE		BRONX	NY	10458	7188293655	Bronx	2
1096744-DCA	Business	3/3/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		776	AVENUE OF THE AMERICAS		NEW YORK	NY	10001	2122521673	Manhattan	1
0992413-DCA	Business	3/31/21	CASTLE PARKING CORP.		2846	WEBSTER AVE		BRONX	NY	10458	7189334751	Bronx	2
1122008-DCA	Business	3/31/21	CHAMPION PARKING 75 LLC		370	E 76TH ST		NEW YORK	NY	10021	2123085959	Manhattan	1
2034907-DCA	Business	3/31/17	QUIK PARK LINC MANAGMENT LLC		20	N 5TH ST		BROOKLYN	NY	11249	2128322066	Brooklyn	3
0369201-DCA	Business	3/31/21	VALOR PARKING LLC		235	E 45TH ST		NEW YORK	NY	10017	212-686-9800	Manhattan	1
0368705-DCA	Business	3/31/21	AMBER PARK LLC		101	E 13TH ST		NEW YORK	NY	10003	2126869800	Manhattan	1
1213869-DCA	Business	3/31/21	BROADWAY & 64TH PARKING LLC	ICON PARKING	1900	BROADWAY		NEW YORK	NY	10023	212-686-9800	Manhattan	1
1313007-DCA	Business	3/31/17	REDBALL PARKING LLC		142	E 31ST ST		NEW YORK	NY	10016	2126832056	Manhattan	1
2083115-DCA	Business	3/31/21	SYLVAN WINDSOR PARKING LLC		10724	71ST RD		FOREST HILLS	NY	11375	718-575-9768	Queens	4
2000995-DCA	Business	3/31/21	PARK RIGHT CORPORATION		415	GREENWICH ST		NEW YORK	NY	10013	2122624771	Manhattan	1
0427177-DCA	Business	3/31/17	205 EAST 38TH STREET PARKING LLC		205	E 38TH ST		NEW YORK	NY	10016	2126869800	Manhattan	1
1308709-DCA	Business	3/31/17	BELMONT PARKING LLC		113	E 84TH ST		NEW YORK	NY	10028	2122889170	Manhattan	1
0955232-DCA	Business	3/31/19	PARK BRIAR GARAGE		11045	QUEENS BLVD		FOREST HILLS	NY	11375	2127367171	Queens	4
0900653-DCA	Business	3/31/13	DEPENDABLE PARKING LLC	DEPENDABLE PARKING LLC	230	W 55TH ST		NEW YORK	NY	10019	2126869800	Manhattan	1
1116799-DCA	Business	3/31/21	EAST 97TH PARKING CORP.		175	E 96TH ST		NEW YORK	NY	10128	2123488364	Manhattan	1
0835271-DCA	Business	3/31/21	NEW YORK PARKING 54TH ST. CORP.		527	MADISON AVE		NEW YORK	NY	10022	2122493344	Manhattan	1
1343452-DCA	Business	3/31/15	"ST. NICHOLAS PARKING MGMT, LLC"		673	SAINT NICHOLAS AVE		NEW YORK	NY	10030	2127957275	Manhattan	1
1036915-DCA	Business	3/31/21	160 PARKING CORP.		160	E 65TH ST		NEW YORK	NY	10065	2127367171	Manhattan	1
1139987-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		267	W 47TH ST		NEW YORK	NY	10036	2126296602	Manhattan	1
1062413-DCA	Business	3/31/21	HILLTOP PARKING CORP.		305	E 182ND ST		BRONX	NY	10457	7183649580	Bronx	2
1290964-DCA	Business	3/31/13	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		100	W 93RD ST		NEW YORK	NY	10025	2125025490	Manhattan	1
1412773-DCA	Business	3/31/21	RECTOR WEST PARKING LLC		200	RECTOR PL		NEW YORK	NY	10280	2127864796	Manhattan	1
1385878-DCA	Business	3/31/15	BUZZ PARKING & MGMT CORP.		14	KENMARE ST		NEW YORK	NY	10012	7182850102	Manhattan	1
1257136-DCA	Business	3/31/17	"SYD PARKING, LLC"		405	E 56TH ST		NEW YORK	NY	10022	2127504274	Manhattan	1
1311252-DCA	Business	3/31/13	BRADY PARKING INC.		800	BRADY AVE		BRONX	NY	10462	7185973232	Bronx	2
1306466-DCA	Business	3/31/19	REALITY PARKING LLC	ICON	900	8TH AVE		NEW YORK	NY	10019	2126869800	Manhattan	1
0961850-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		45	E END AVE		NEW YORK	NY	10028	2126296602	Manhattan	1
1346393-DCA	Business	3/31/15	"UNION ST. PARKING, INC."		3819	UNION ST		FLUSHING	NY	11354	5165893058	Queens	4
1352778-DCA	Business	7/21/10	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		390	GREENWICH ST		NEW YORK	NY	10013	2125025490	Manhattan	1
2057054-DCA	Business	3/31/19	BROOKE PARKING GARAGE INC		1120	BROOK AVE		BRONX	NY	10456	9175775924	Bronx	2
0947720-DCA	Business	3/31/21	"ALLIED AUSTIN CO., L.P."		7020	AUSTIN ST		FOREST HILLS	NY	11375	7182633800	Queens	4
1387701-DCA	Business	12/11/14	QUIK PARK TRIBECA II LLC		450	WASHINGTON ST		NEW YORK	NY	10013	2128322066	Manhattan	1
2004383-DCA	Business	3/31/15	CENTRAL PARKING SYSTEM OF NEW YORK INC.		213-217	E 80TH ST		NEW YORK	NY	10075	2125025490	Manhattan	1
1461276-DCA	Business	3/31/21	QUIK PARK EAST 102ND STREET GARAGE LLC		315	E 102ND ST		NEW YORK	NY	10029	2128322066	Manhattan	1
1305591-DCA	Business	3/31/13	"FIFTH AVENUE CAR PARK, LLC"		1325	5TH AVE		NEW YORK	NY	10029	2129966363	Manhattan	1
1352234-DCA	Business	3/31/15	STANDARD PARKING CORPORATION		5100	KINGS PLZ		BROOKLYN	NY	11234	7182537897	Brooklyn	3
0889341-DCA	Business	3/31/21	THOMPSON ST. PARKING CORP.		221	THOMPSON ST		NEW YORK	NY	10012	2129299404	Manhattan	1
1159260-DCA	Business	3/31/13	CLAVER PLACE PARKING CORP.		12	CLAVER PL		BROOKLYN	NY	11238	7188570822	Brooklyn	3
1396797-DCA	Business	2/19/12	QUIK PARK HUDSON RIVER 5 LLC		400	W 63RD ST		NEW YORK	NY	10069	2128322066	Manhattan	1
1298297-DCA	Business	3/31/11	FN PARKING CORP.		1829	JEROME AVE		BRONX	NY	10453	9173999429	Bronx	2
2077757-DCA	Business	3/31/21	ROGAR LLC		280	BROADWAY		NEW YORK	NY	10007	2129299404	Manhattan	1
2077583-DCA	Business	3/31/21	BROOKLYN BRIDGE GARAGE LLC		360	FURMAN ST		BROOKLYN	NY	11201	6465840409	Brooklyn	3
0965355-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		132-146	W 51ST ST		NEW YORK	NY	10019	2126296602		
1465250-DCA	Business	2/28/21	SECURE GARAGE DOOR LLC		10126	98TH ST		OZONE PARK	NY	11416	7188489477	Queens	4
2079187-DCA	Business	3/31/21	BROOKLYN PARKING LLC		741	61ST ST		BROOKLYN	NY	11220	2123085959	Brooklyn	3
2083093-DCA	Business	3/31/21	ISABEL PARKING LLC		951	RIVER AVE		BRONX	NY	10452	6465840409	Bronx	2
1307224-DCA	Business	3/31/17	"LIBERTY VIEW PARKING, LLC"		2	RIVER TER		NEW YORK	NY	10282	2128422305	Manhattan	1
1126972-DCA	Business	3/31/15	BOBBY CAR PARK LLC		105	UNDERHILL AVE		BROOKLYN	NY	11238	2122216111	Brooklyn	3
1400052-DCA	Business	3/31/19	SHERMAN PARKING SYSTEMS INC.		361	E 161ST ST		BRONX	NY	10451	9149601795	Bronx	2
1241570-DCA	Business	3/31/21	MANHATTAN PARKING 110 LLC		543	W 110TH ST		NEW YORK	NY	10025	2122227813	Manhattan	1
1223081-DCA	Business	3/31/11	"KINNEY PARKING SYSTEM, INC."	CENTRAL PARKING SYSTEM	1975	EASTCHESTER RD		BRONX	NY	10461	7184307021	Bronx	2
1199957-DCA	Business	3/31/13	"KINNEY PARKING SYSTEM, INC."		146	W 57TH ST		NEW YORK	NY	10019	2125025490	Manhattan	1
1010044-DCA	Business	3/31/17	WESTMONT PARKING INC.		730	COLUMBUS AVE		NEW YORK	NY	10025	2127367171	Manhattan	1
1286769-DCA	Business	7/18/17	"ALLIANCE RIVERBANK PARKING, LLC"		555	W 42ND ST		NEW YORK	NY	10036	2125810535	Manhattan	1
1022575-DCA	Business	3/31/21	"101 CAR PARK, LLC"		101	W 23RD ST		NEW YORK	NY	10011	2122216111	Manhattan	1
1469702-DCA	Business	3/31/19	ML PARKING CORP.		615	JACKSON AVE		BRONX	NY	10455	3478823966	Bronx	2
2020001-DCA	Business	3/31/21	44 ELIZABETH STREET PARKING CORP		44	ELIZABETH ST		NEW YORK	NY	10013		Manhattan	1
1078420-DCA	Business	3/31/13	"PENNY LANE CAR PARK, LLC"	GGMC	215	E 24TH ST		NEW YORK	NY	10010	2129966363	Manhattan	1
1228867-DCA	Business	3/31/21	QUIK PARK WEST 22 ST. LLC		235	W 22ND ST		NEW YORK	NY	10011	2128322066	Manhattan	1
1423051-DCA	Business	3/31/19	"WINDSOR FH CAR PARK, LLC"		10724	71ST RD		FOREST HILLS	NY	11375	2129966363	Queens	4
1192245-DCA	Business	3/31/21	231 EAST 94TH STREET PARKING LLC		231	E 94TH ST		NEW YORK	NY	10128	2128887400	Manhattan	1
0469196-DCA	Business	3/31/11	MEAT MARKET GARAGE INC		259	MULBERRY ST		NEW YORK	NY	10012	2129893100	Manhattan	1
1313251-DCA	Business	3/31/15	QUIK PARK W. 23RD ST. LLC	QUIK PARK INC.	423	W 23RD ST		NEW YORK	NY	10011	2128322066	Manhattan	1
0908745-DCA	Business	3/31/21	CHAMPION PARKING 77TH ST. CORP.		49	E 77TH ST		NEW YORK	NY	10075	2122493344	Manhattan	1
2085989-DCA	Business	3/31/21	CATON PARKING LLC		33	CATON PL		BROOKLYN	NY	11218	7329058338	Brooklyn	3
2001455-DCA	Business	3/31/15	PRINCE TNP REALTY LLC	PRINCE PLAZA PARKING	3720	PRINCE ST		FLUSHING	NY	11354	7189393338	Queens	4
1310452-DCA	Business	3/31/13	"SUPREME CAR PARK, LLC"		1065	PARK AVE		NEW YORK	NY	10128	2122216111	Manhattan	1
1273564-DCA	Business	3/31/21	MERCURY PARKING LLC		350	W 50TH ST		NEW YORK	NY	10019	2126869800	Manhattan	1
1416193-DCA	Business	3/31/21	SUPREME 85 PARKING LLC		85	LIVINGSTON ST		BROOKLYN	NY	11201	718-694-2060	Brooklyn	3
0368391-DCA	Business	3/31/11	ALERT GARAGE CORP.		3017	40TH AVE		LONG IS CITY	NY	11101	7187860643	Queens	4
1431627-DCA	Business	3/31/21	AD PARKING INC.		1140	TIFFANY ST		BRONX	NY	10459	7189939003	Bronx	2
1228853-DCA	Business	3/31/21	"GREENE HOUSE CAR PARK, LLC"	GGMC	381	CARLTON AVE		BROOKLYN	NY	11238	2129966363	Brooklyn	3
0975588-DCA	Business	3/31/21	"ZOOM CAR PARK, INC."		3130	GRAND CONCOURSE		BRONX	NY	10458	2122216111	Bronx	2
2017907-DCA	Business	3/31/17	SP PLUS CORPORATION		1420	YORK AVE		NEW YORK	NY	10021	2125025490	Manhattan	1
2004670-DCA	Business	8/3/14	MANHATTAN PARKING 110 LLC		543	W 110TH ST		NEW YORK	NY	10025	2124903480	Manhattan	1
2017912-DCA	Business	3/31/21	SP PLUS CORPORATION		455	MADISON AVE		NEW YORK	NY	10022	2125025490	Manhattan	1
1232453-DCA	Business	3/31/21	MARKET 15 PARKING LLC		552	AVENUE OF THE AMERICAS		NEW YORK	NY	10011	2126869800	Manhattan	1
1126181-DCA	Business	3/31/15	F&S PARKING LLC		331	E 75TH ST		NEW YORK	NY	10021	2123272626	Manhattan	1
2046168-DCA	Business	3/31/21	BOWERY FIRST PARKING LLC		11	E 1ST ST		NEW YORK	NY	10003	2126869800	Manhattan	1
1364538-DCA	Business	3/31/21	CHAMPION PARKING 81 LLC		1533	YORK AVE		NEW YORK	NY	10028	2125358005	Manhattan	1
1166505-DCA	Business	3/31/21	MODERN PARKING LLC		666	5TH AVE		NEW YORK	NY	10103	2126869800	Manhattan	1
1127924-DCA	Business	3/31/21	2 LINCOLN PARKING LLC		2	LINCOLN PLZ		NEW YORK	NY	10023	2126869800	Manhattan	1
1096606-DCA	Business	3/31/19	"EMERALD CAR PARK, LLC"		510	E 80TH ST		NEW YORK	NY	10075	2127729802	Manhattan	1
1409584-DCA	Business	5/12/14	PARK RIGHT CORPORATION		635	W 42ND ST		NEW YORK	NY	10036	7187973093	Manhattan	1
1269282-DCA	Business	3/31/11	126TH STREET PARKING CORP.		418	W 127TH ST		NEW YORK	NY	10027	7187880066	Manhattan	1
1362177-DCA	Business	3/31/19	CFS 2907 JFK LLC	AVISTAR AIRPORT PARKING	14921	130TH AVE		JAMAICA	NY	11436	7183222221	Queens	4
0905554-DCA	Business	3/31/15	50-51 PARKING CORP.		260	E 143RD ST		BRONX	NY	10451	2124268400	Bronx	2
0429844-DCA	Business	3/31/21	AFFILIATED PARKING LLC		247	MADISON AVE		NEW YORK	NY	10016	2126869800	Manhattan	1
1161319-DCA	Business	3/31/11	"ABDULLAH, MUHAMMAD A"	MAA PARKING COMPANY	1360	FULTON ST		BROOKLYN	NY	11216	7186366959	Brooklyn	3
1257570-DCA	Business	6/28/11	"ATELIER CAR PARK, LLC"		627	W 42ND ST		NEW YORK	NY	10036	2129966363	Manhattan	1
2032582-DCA	Business	8/27/17	OASIS AUTO REPAIR & GARAGE CORP		431	W 202ND ST		NEW YORK	NY	10034	2125442833	Manhattan	1
2031064-DCA	Business	3/31/21	"PRO PARK AMERICA NEW YORK, LLC"		256	UTICA AVE		BROOKLYN	NY	11213	2125313418	Brooklyn	3
2054215-DCA	Business	3/31/19	PARK LANE GARAGE LLC		11624	GROSVENOR LN		RICHMOND HILL	NY	11418	6465840409	Queens	4
0982918-DCA	Business	3/31/21	331 50TH ST. PARKING CORP.		336	W 51ST ST		NEW YORK	NY	10019	2127577247	Manhattan	1
1437468-DCA	Business	3/31/21	"W K PARKING, CORP"		525	E 11TH ST		NEW YORK	NY	10009	2127373279	Manhattan	1
1280410-DCA	Business	3/31/13	"RIVER HOUSE CAR PARK, LLC"		1175	YORK AVE		NEW YORK	NY	10065	2129966363	Manhattan	1
2029345-DCA	Business	3/31/21	189 PKG LLC		4745	PARK AVE		BRONX	NY	10458	917-731-2034	Bronx	2
1141698-DCA	Business	3/31/15	PINE PARKING CORP.		111	VARICK ST		NEW YORK	NY	10013	8007985701	Manhattan	1
2030422-DCA	Business	3/31/21	"KNICKERBOCKER PLAZA CAR PARK, LLC"		1751	2ND AVE		NEW YORK	NY	10128	2129966363  X-14	Manhattan	1
2002113-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK, INC"		45	E END AVE		NEW YORK	NY	10028	2125025490	Manhattan	1
1066286-DCA	Business	3/31/21	"SANFORD TOWER GARAGE, INC."		13347	SANFORD AVE		FLUSHING	NY	11355	7183598058	Queens	4
1290045-DCA	Business	3/31/11	STANDARD PARKING CORPORATION		8935	162ND ST		JAMAICA	NY	11432	2129163480	Queens	4
1012474-DCA	Business	3/31/15	ZETA PARKING CORP.		213	E 80TH ST		NEW YORK	NY	10075	2126501988	Manhattan	1
1218382-DCA	Business	3/31/21	444 MANHATTAN PARKING CORP.		444	MANHATTAN AVE		NEW YORK	NY	10026		Manhattan	1
1257992-DCA	Business	3/31/15	KEY PARKING LLC		115	E 9TH ST		NEW YORK	NY	10003	2125810535	Manhattan	1
1016447-DCA	Business	3/31/21	PARADISE GARAGE CORP.		6260	99TH ST		REGO PARK	NY	11374	2127367171	Queens	4
1466684-DCA	Business	3/31/15	"KINNEY PARKING SYSTEM, LLC"		146	W 57TH ST		NEW YORK	NY	10019	2125025490	Manhattan	1
2065872-DCA	Business	3/31/21	PARK AMERICA CORP		351	E 51ST ST		NEW YORK	NY	10022	2124866888	Manhattan	1
1311251-DCA	Business	3/31/13	2000 PARKING INC.		2000	WHITE PLAINS RD		BRONX	NY	10462	7185978232	Bronx	2
1312936-DCA	Business	3/31/21	"QUIK PARK 82ND STREET, LLC"		350	E 82ND ST		NEW YORK	NY	10028	2128322066	Manhattan	1
1192927-DCA	Business	3/31/15	QUIK PARK COLUMBIA LLC	QUIK PARK INC.	2561	BROADWAY		NEW YORK	NY	10025	2128322066	Manhattan	1
1100556-DCA	Business	3/31/11	"PARK IN AUTO SERVICES, INC."		75	KENMARE ST		NEW YORK	NY	10012	2129661186	Manhattan	1
0769326-DCA	Business	3/31/21	GALLANT PARKING LLC		182-184	E 95TH ST		NEW YORK	NY	10128	2126869800	Manhattan	1
1461242-DCA	Business	3/31/21	"IMPERIAL PARKING (U.S.), LLC"	IMPARK	168-36	90 AVENUE		JAMAICA	NY	11432	2129378660		
2054402-DCA	Business	3/31/21	EASTSIDE 65 PARKING LLC		200	E 66TH ST		NEW YORK	NY	10065	212-686-9800	Manhattan	1
1262417-DCA	Business	3/31/13	21ST GARAGE LLC		447	W 35TH ST		NEW YORK	NY	10001	2126270012	Manhattan	1
1181008-DCA	Business	3/31/21	"POST OFFICE GARAGE, LLC"	MEYERS PARKING	340	W 31ST ST		NEW YORK	NY	10001	2125025490	Manhattan	1
2064023-DCA	Business	3/31/21	SUPER ELITE PARKING INC		1872	E TREMONT AVE		BRONX	NY	10460	9174705093	Bronx	2
1313248-DCA	Business	3/31/19	QUIK PARK FG LLC		500	E 62ND ST		NEW YORK	NY	10065	212-686-9800	Manhattan	1
0368546-DCA	Business	3/31/21	CREATIVE PARKING LLC		16	W 16TH ST		NEW YORK	NY	10011	2122429635	Manhattan	1
1439430-DCA	Business	3/31/21	CHAMPION PARKING 90 LLC		60	E 90TH ST		NEW YORK	NY	10128	2123085959	Manhattan	1
1344944-DCA	Business	3/31/15	"WH PARKING MGMT, LLC"		4320	BROADWAY		NEW YORK	NY	10033	2127957275	Manhattan	1
1381723-DCA	Business	3/31/15	PARK SAFE LLC		2500	FDR DR		NEW YORK	NY	10016	2123404248	Manhattan	1
2016720-DCA	Business	3/31/21	MONTAGUE PARKING LLC		180	MONTAGUE ST		BROOKLYN	NY	11201	2126869800	Brooklyn	3
1308706-DCA	Business	3/31/13	8 EAST 83RD PARKING LLC		8	E 83RD ST		NEW YORK	NY	10028	2125352890	Manhattan	1
1159595-DCA	Business	3/31/21	PATRIOT PARKING LLC		351	GREENWICH ST		NEW YORK	NY	10013	2126869800	Manhattan	1
2016950-DCA	Business	8/15/16	LM PARKING CORP		250	E 144TH ST		BRONX	NY	10451	914-874-3268	Bronx	2
2082400-DCA	Business	3/31/21	RGL PARKING & TRANSPORTATION LLC		4129	24TH ST		LONG ISLAND CITY	NY	11101	9178419280	Queens	4
1137035-DCA	Business	3/31/13	"KINNEY PARKING SYSTEM, INC."	CENTRAL PARKING SYSTEM	1153	YORK AVE		NEW YORK	NY	10065	2126296602	Manhattan	1
1211996-DCA	Business	3/31/13	"KINNEY PARKING SYSTEM, INC."	CENTRAL PARKIMG SYSTEM	135	E 33R ST		NEW YORK	NY	10016	2125025490		
1465356-DCA	Business	3/31/21	ORMOND PLACE PARKING CORP.		12	CLAVER PL		BROOKLYN	NY	11238	7188570822	Brooklyn	3
2044110-DCA	Business	3/31/21	340 EAST 74TH STREET PARKING CORP		340	E 74TH ST		NEW YORK	NY	10021	2127367171	Manhattan	1
2023738-DCA	Business	3/12/17	SP PLUS CORPORATION		50	OCEANA DR W		BROOKLYN	NY	11235	2126954568	Brooklyn	3
2048147-DCA	Business	3/31/21	EZ PARKING GARAGE INC		1334	LOUIS NINE BLVD		BRONX	NY	10459	3472207660	Bronx	2
1024898-DCA	Business	3/31/13	"MEGA PARKING SYSTEMS, INC."		343	E 74TH ST		NEW YORK	NY	10021	7183924460	Manhattan	1
2049780-DCA	Business	3/31/21	F & A PARKING CORP		525	CLINTON AVE		BROOKLYN	NY	11238	718-399-2640	Brooklyn	3
1093313-DCA	Business	3/31/21	CHAMPION PARKING 57 LLC		316	W 57TH ST		NEW YORK	NY	10019	2123085959	Manhattan	1
0368410-DCA	Business	3/31/17	"BRICIN PARKING, CORP."		65	W 55TH ST		NEW YORK	NY	10019	2126500141	Manhattan	1
1472778-DCA	Business	3/31/15	JAY PARKING CORP.		3720	PRINCE ST		FLUSHING	NY	11354	9179695850	Queens	4
1307844-DCA	Business	3/31/13	WELCOME PARKING CORP.		240	E 82ND ST		NEW YORK	NY	10028	2126616702	Manhattan	1
1209360-DCA	Business	3/31/11	"222 PARKING SERVICES, LLC"		222	E 39TH ST		NEW YORK	NY	10016	2122652239	Manhattan	1
1330557-DCA	Business	3/31/17	QUIK PARK EAST 87 LLC		501	E 87TH ST		NEW YORK	NY	10128	2128322066	Manhattan	1
1231677-DCA	Business	3/31/13	STANDARD PARKING CORPORATION		9605	QUEENS BLVD		REGO PARK	NY	11374	7188974833	Queens	4
1222445-DCA	Business	3/31/13	"IMPERIAL PARKING (U.S.), INC"		400	E 90TH ST		NEW YORK	NY	10128	2129378660	Manhattan	1
1422345-DCA	Business	6/20/13	"UTOPIA PARKING MANAGEMENT, LLC"		17660	UNION TPKE		FRESH MEADOWS	NY	11366	2127957275	Queens	4
1241026-DCA	Business	3/31/11	"C&S E-SUPERETTE, INC."		9053	FORT HAMILTON PKWY		BROOKLYN	NY	11209	718-745-2888	Brooklyn	3
2069760-DCA	Business	8/22/18	PV PARKING VI CORP		371	HUMBOLDT ST		BROOKLYN	NY	11211	646-302-4330	Brooklyn	3
2078866-DCA	Business	3/31/21	LM BONNEVILLE PARKING LLC		329	E 22ND ST		NEW YORK	NY	10010	2127143571	Manhattan	1
2048355-DCA	Business	3/31/21	BROOK PARK PARKING CORP.		1830	E TREMONT AVE		BRONX	NY	10460	9174705093	Bronx	2
2009547-DCA	Business	3/31/21	PARK NORTH PARKING CORP		220	E 117TH ST		NEW YORK	NY	10035	2123606300	Manhattan	1
0367917-DCA	Business	3/31/21	ZENITH PARKING LLC	254 254 W 49 STREET	790	8TH AVE		NEW YORK	NY	10019	212-686-9800	Manhattan	1
2076539-DCA	Business	3/31/21	"IMPERIAL PARKING (U.S.), LLC"	IMPARK	457	W 150TH ST		NEW YORK	NY	10031	212-937-8660	Manhattan	1
2064021-DCA	Business	3/31/21	SUPER ELITE PARKING INC		257	E 187TH ST		BRONX	NY	10458	9174705093	Bronx	2
2038249-DCA	Business	8/12/16	CHAMPION PARKING 113 LLC		400	W 113TH ST		NEW YORK	NY	10025	212-308-5959	Manhattan	1
1417423-DCA	Business	3/31/21	STAR PARKING GARAGE INC.		840	WESTCHESTER AVE		BRONX	NY	10459	718-991-8100	Bronx	2
1338875-DCA	Business	3/31/21	MANHATTAN PARKING - GOLD CORP.		220	E 54TH ST		NEW YORK	NY	10022	2124903460	Manhattan	1
1298408-DCA	Business	3/31/11	"ALLIANCE DAG PARKING, LLC"		240	E 47TH ST		NEW YORK	NY	10017	2125810535	Manhattan	1
1463815-DCA	Business	3/31/19	QUIK PARK WILSON LLC		200	W 79TH ST		NEW YORK	NY	10024	212-832-2066	Manhattan	1
2021755-DCA	Business	3/31/21	SP PLUS CORPORATION		6575	SAUNDERS ST		REGO PARK	NY	11374	2125025490	Queens	4
0369933-DCA	Business	3/31/21	ZEPHYR PARKING LLC		132	E 35TH ST		NEW YORK	NY	10016	2126869800	Manhattan	1
2013715-DCA	Business	3/31/21	PV PARKING IV CORP		554	W 174TH ST		NEW YORK	NY	10033	718-609-1200	Manhattan	1
1290043-DCA	Business	3/31/11	STANDARD PARKING CORPORATION		9015	PARSONS BLVD		JAMAICA	NY	11432	212163480	Queens	4
0694550-DCA	Business	3/31/21	ASTOR PARKING LLC		1511	BROADWAY		NEW YORK	NY	10036	2126869800	Manhattan	1
0428990-DCA	Business	3/31/17	CHELNICK PARKING CORP	CHELNIK PARKING	880	5TH AVE		NEW YORK	NY	10021	2127511080	Manhattan	1
1272748-DCA	Business	3/31/15	PEACH PARKING (40TH) CORP.		346	W 40TH ST		NEW YORK	NY	10018	9736228888	Manhattan	1
2043135-DCA	Business	8/18/19	"IMPERIAL PARKING (U.S)., LLC"	IMPARK	155	RICHMOND TER		STATEN ISLAND	NY	10301	7188765302	Staten Island	5
